Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
1998,Nagano,Skating,Short Track Speed Skating,KOR,Women,500M,Bronze,"CHUN, Lee-Kyung"
1998,Nagano,Skating,Short Track Speed Skating,CAN,Men,5000M Relay,Gold,CAN
1998,Nagano,Skating,Short Track Speed Skating,CAN,Women,3000M Relay,Bronze,CAN
1998,Nagano,Skating,Short Track Speed Skating,CHN,Men,5000M Relay,Bronze,CHN
1998,Nagano,Skating,Short Track Speed Skating,CHN,Women,3000M Relay,Silver,CHN
1998,Nagano,Skating,Short Track Speed Skating,KOR,Men,5000M Relay,Silver,KOR
1998,Nagano,Skating,Short Track Speed Skating,KOR,Women,3000M Relay,Gold,KOR
1998,Nagano,Skating,Speed skating,BEL,Men,5000M,Bronze,"VELDKAMP, Bart"
1998,Nagano,Skating,Speed skating,CAN,Men,500M,Bronze,"OVERLAND, Kevin"
1998,Nagano,Skating,Speed skating,CAN,Men,500M,Silver,"WOTHERSPOON, Jeremy"
1998,Nagano,Skating,Speed skating,CAN,Women,1000M,Bronze,"LEMAY DOAN, Catriona"
1998,Nagano,Skating,Speed skating,CAN,Women,500M,Gold,"LEMAY DOAN, Catriona"
1998,Nagano,Skating,Speed skating,CAN,Women,500M,Silver,"AUCH, Susan"
1998,Nagano,Skating,Speed skating,GER,Women,1500M,Silver,"NIEMANN-STIRNEMANN, Gunda"
1998,Nagano,Skating,Speed skating,GER,Women,3000M,Bronze,"FRIESINGER-POSTMA, Anna"
1998,Nagano,Skating,Speed skating,GER,Women,3000M,Gold,"NIEMANN-STIRNEMANN, Gunda"
1998,Nagano,Skating,Speed skating,GER,Women,3000M,Silver,"PECHSTEIN, Claudia"
1998,Nagano,Skating,Speed skating,GER,Women,5000M,Gold,"PECHSTEIN, Claudia"
1998,Nagano,Skating,Speed skating,GER,Women,5000M,Silver,"NIEMANN-STIRNEMANN, Gunda"
1998,Nagano,Skating,Speed skating,JPN,Men,1000M,Bronze,"SHIMIZU, Hiroyasu"
1998,Nagano,Skating,Speed skating,JPN,Men,500M,Gold,"SHIMIZU, Hiroyasu"
1998,Nagano,Skating,Speed skating,JPN,Women,500M,Bronze,"OKAZAKI, Tomomi"
1998,Nagano,Skating,Speed skating,KAZ,Women,5000M,Bronze,"PROKASHEVA, Lyudmila"
1998,Nagano,Skating,Speed skating,NED,Men,10000M,Bronze,"RITSMA, Rintje"
1998,Nagano,Skating,Speed skating,NED,Men,10000M,Gold,"ROMME, Gianni"
1998,Nagano,Skating,Speed skating,NED,Men,10000M,Silver,"de JONG, Bob"
1998,Nagano,Skating,Speed skating,NED,Men,1000M,Gold,"POSTMA, Ids"
1998,Nagano,Skating,Speed skating,NED,Men,1000M,Silver,"BOS, Jan"
1998,Nagano,Skating,Speed skating,NED,Men,1500M,Bronze,"RITSMA, Rintje"
1998,Nagano,Skating,Speed skating,NED,Men,1500M,Silver,"POSTMA, Ids"
1998,Nagano,Skating,Speed skating,NED,Men,5000M,Gold,"ROMME, Gianni"
1998,Nagano,Skating,Speed skating,NED,Men,5000M,Silver,"RITSMA, Rintje"
1998,Nagano,Skating,Speed skating,NED,Women,1000M,Gold,"TIMMER, Marianne"
1998,Nagano,Skating,Speed skating,NED,Women,1500M,Gold,"TIMMER, Marianne"
1998,Nagano,Skating,Speed skating,NOR,Men,1500M,Gold,"SONDRAL, Adne"
1998,Nagano,Skating,Speed skating,USA,Women,1000M,Silver,"WITTY, Christine"
1998,Nagano,Skating,Speed skating,USA,Women,1500M,Bronze,"WITTY, Christine"
1998,Nagano,Skiing,Alpine Skiing,AUS,Women,Slalom,Bronze,"STEGGALL, Zali"
1998,Nagano,Skiing,Alpine Skiing,AUT,Men,Alpine Combined,Bronze,"MAYER, Christian"
1998,Nagano,Skiing,Alpine Skiing,AUT,Men,Alpine Combined,Gold,"REITER, Mario"
1998,Nagano,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze,"TRINKL, Hannes"
1998,Nagano,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Gold,"MAIER, Hermann"
1998,Nagano,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver,"EBERHARTER, Stephan"
1998,Nagano,Skiing,Alpine Skiing,AUT,Men,Slalom,Bronze,"SYKORA, Thomas"
1998,Nagano,Skiing,Alpine Skiing,AUT,Men,Super-G,Gold,"MAIER, Hermann"
1998,Nagano,Skiing,Alpine Skiing,AUT,Men,Super-G,Silver,"KNAUSS, Hans"
1998,Nagano,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Silver,"MEISSNITZER, Alexandra"
1998,Nagano,Skiing,Alpine Skiing,AUT,Women,Super-G,Bronze,"MEISSNITZER, Alexandra"
1998,Nagano,Skiing,Alpine Skiing,AUT,Women,Super-G,Silver,"DORFMEISTER, Michaela"
1998,Nagano,Skiing,Alpine Skiing,FRA,Men,Downhill,Gold,"CRETIER, Jean-Luc"
1998,Nagano,Skiing,Alpine Skiing,FRA,Women,Downhill,Bronze,"MASNADA, Florence"
1998,Nagano,Skiing,Alpine Skiing,GER,Women,Alpine Combined,Bronze,"GERG, Hilde"
1998,Nagano,Skiing,Alpine Skiing,GER,Women,Alpine Combined,Gold,"SEIZINGER, Katja"
1998,Nagano,Skiing,Alpine Skiing,GER,Women,Alpine Combined,Silver,"ERTL, Martina"
1998,Nagano,Skiing,Alpine Skiing,GER,Women,Downhill,Gold,"SEIZINGER, Katja"
1998,Nagano,Skiing,Alpine Skiing,GER,Women,Giant Slalom,Bronze,"SEIZINGER, Katja"
1998,Nagano,Skiing,Alpine Skiing,GER,Women,Slalom,Gold,"GERG, Hilde"
1998,Nagano,Skiing,Alpine Skiing,ITA,Women,Giant Slalom,Gold,"COMPAGNONI, Deborah"
1998,Nagano,Skiing,Alpine Skiing,ITA,Women,Slalom,Silver,"COMPAGNONI, Deborah"
1998,Nagano,Skiing,Alpine Skiing,NOR,Men,Alpine Combined,Silver,"KJUS, Lasse"
1998,Nagano,Skiing,Alpine Skiing,NOR,Men,Downhill,Silver,"KJUS, Lasse"
1998,Nagano,Skiing,Alpine Skiing,NOR,Men,Slalom,Gold,"BURAAS, Hans-Petter"
1998,Nagano,Skiing,Alpine Skiing,NOR,Men,Slalom,Silver,"FURUSETH, Ole Christian"
1998,Nagano,Skiing,Alpine Skiing,SUI,Men,Giant Slalom,Bronze,"VON GRUENIGEN, Michael"
1998,Nagano,Skiing,Alpine Skiing,SUI,Men,Super-G,Silver,"CUCHE, Didier"
1998,Nagano,Skiing,Alpine Skiing,SWE,Women,Downhill,Silver,"WIBERG, Pernilla"
1998,Nagano,Skiing,Alpine Skiing,USA,Women,Super-G,Gold,"STREET, Picabo"
1998,Nagano,Skiing,Cross Country Skiing,AUT,Men,10KM Pursuit,Silver,"GANDLER, Markus"
1998,Nagano,Skiing,Cross Country Skiing,AUT,Men,50KM,Bronze,"HOFFMANN, Christian"
1998,Nagano,Skiing,Cross Country Skiing,CZE,Women,5KM,Silver,"NEUMANNOVA, Katerina"
1998,Nagano,Skiing,Cross Country Skiing,CZE,Women,Combined 5KM + 10KM Pursuit,Bronze,"NEUMANNOVA, Katerina"
1998,Nagano,Skiing,Cross Country Skiing,FIN,Men,10KM Pursuit,Bronze,"MYLLYLAE, Mika"
1998,Nagano,Skiing,Cross Country Skiing,FIN,Men,30KM Mass Start,Gold,"MYLLYLAE, Mika"
1998,Nagano,Skiing,Cross Country Skiing,ITA,Men,30KM Mass Start,Bronze,"FAUNER, Silvio"
1998,Nagano,Skiing,Cross Country Skiing,ITA,Women,30KM,Silver,"BELMONDO, Stefania"
1998,Nagano,Skiing,Cross Country Skiing,KAZ,Men,Combined 10KM + 15KM Pursuit,Bronze,"SMIRNOV, Vladimir"
1998,Nagano,Skiing,Cross Country Skiing,NOR,Men,10KM Pursuit,Gold,"DAEHLIE, Björn"
1998,Nagano,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Silver,"JEVNE, Erling"
1998,Nagano,Skiing,Cross Country Skiing,NOR,Men,50KM,Gold,"DAEHLIE, Björn"
1998,Nagano,Skiing,Cross Country Skiing,NOR,Men,Combined 10KM + 15KM Pursuit,Gold,"ALSGAARD, Thomas"
1998,Nagano,Skiing,Cross Country Skiing,NOR,Men,Combined 10KM + 15KM Pursuit,Silver,"DAEHLIE, Björn"
1998,Nagano,Skiing,Cross Country Skiing,NOR,Women,15KM Mass Start,Bronze,"MOEN, Anita"
1998,Nagano,Skiing,Cross Country Skiing,NOR,Women,5KM,Bronze,"SKARI, Bente"
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,15KM Mass Start,Gold,"DANILOVA, Olga"
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,15KM Mass Start,Silver,"LAZUTINA, Larissa"
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,30KM,Bronze,"LAZUTINA, Larissa"
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,30KM,Gold,"TCHEPALOVA, Julija"
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,5KM,Gold,"LAZUTINA, Larissa"
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,Combined 5KM + 10KM Pursuit,Gold,"LAZUTINA, Larissa"
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,Combined 5KM + 10KM Pursuit,Silver,"DANILOVA, Olga"
1998,Nagano,Skiing,Cross Country Skiing,SWE,Men,50KM,Silver,"JONSSON, Niklas"
1998,Nagano,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Bronze,FIN
1998,Nagano,Skiing,Cross Country Skiing,ITA,Men,4X10KM Relay,Silver,ITA
1998,Nagano,Skiing,Cross Country Skiing,ITA,Women,4X5KM Relay,Bronze,ITA
1998,Nagano,Skiing,Cross Country Skiing,NOR,Men,4X10KM Relay,Gold,NOR
1998,Nagano,Skiing,Cross Country Skiing,NOR,Women,4X5KM Relay,Silver,NOR
1998,Nagano,Skiing,Cross Country Skiing,RUS,Women,4X5KM Relay,Gold,RUS
1998,Nagano,Skiing,Freestyle Skiing,BLR,Men,Aerials,Bronze,"DASHCHINSKY, Dmitri"
1998,Nagano,Skiing,Freestyle Skiing,CHN,Women,Aerials,Silver,"XU, Nannan"
1998,Nagano,Skiing,Freestyle Skiing,FIN,Men,Moguls,Bronze,"MUSTONEN, Sami"
1998,Nagano,Skiing,Freestyle Skiing,FIN,Men,Moguls,Silver,"LAHTELA, Janne"
1998,Nagano,Skiing,Freestyle Skiing,FRA,Men,Aerials,Silver,"FOUCRAS, Sebastien"
1998,Nagano,Skiing,Freestyle Skiing,GER,Women,Moguls,Silver,"MITTERMAYER, Tatjana"
1998,Nagano,Skiing,Freestyle Skiing,JPN,Women,Moguls,Gold,"SATOYA, Tae"
1998,Nagano,Skiing,Freestyle Skiing,NOR,Women,Moguls,Bronze,"TRAA, Kari"
1998,Nagano,Skiing,Freestyle Skiing,SUI,Women,Aerials,Bronze,"BRAND, Colette"
1998,Nagano,Skiing,Freestyle Skiing,USA,Men,Aerials,Gold,"BERGOUST, Eric"
1998,Nagano,Skiing,Freestyle Skiing,USA,Men,Moguls,Gold,"MOSELEY, Jonny"
1998,Nagano,Skiing,Freestyle Skiing,USA,Women,Aerials,Gold,"STONE, Nikki"
1998,Nagano,Skiing,Nordic Combined,FIN,Men,Individual,Silver,"LAJUNEN, Samppa"
1998,Nagano,Skiing,Nordic Combined,NOR,Men,Individual,Gold,"VIK, Bjarte Engen"
1998,Nagano,Skiing,Nordic Combined,RUS,Men,Individual,Bronze,"STOLJAROV, Valerij"
1998,Nagano,Skiing,Nordic Combined,FIN,Men,Team,Silver,FIN
1998,Nagano,Skiing,Nordic Combined,FRA,Men,Team,Bronze,FRA
1998,Nagano,Skiing,Nordic Combined,NOR,Men,Team,Gold,NOR
1998,Nagano,Skiing,Ski Jumping,AUT,Men,K90 Individual (70M),Bronze,"WIDHOELZL, Andreas"
1998,Nagano,Skiing,Ski Jumping,FIN,Men,K120 Individual (90M),Silver,"SOININEN, Jani"
1998,Nagano,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Gold,"SOININEN, Jani"
1998,Nagano,Skiing,Ski Jumping,JPN,Men,K120 Individual (90M),Bronze,"HARADA, Masahiko"
1998,Nagano,Skiing,Ski Jumping,JPN,Men,K120 Individual (90M),Gold,"FUNAKI, Kazuyoshi"
1998,Nagano,Skiing,Ski Jumping,JPN,Men,K90 Individual (70M),Silver,"FUNAKI, Kazuyoshi"
1998,Nagano,Skiing,Ski Jumping,AUT,Men,K120 Team (90M),Bronze,AUT
1998,Nagano,Skiing,Ski Jumping,GER,Men,K120 Team (90M),Silver,GER
1998,Nagano,Skiing,Ski Jumping,JPN,Men,K120 Team (90M),Gold,JPN
1998,Nagano,Skiing,Snowboard,AUT,Women,Giant-Slalom,Bronze,"KOECK, Brigitte"
1998,Nagano,Skiing,Snowboard,CAN,Men,Giant-Slalom,Gold,"REBAGLIATI, Ross"
1998,Nagano,Skiing,Snowboard,FRA,Women,Giant-Slalom,Gold,"RUBY, Karine"
1998,Nagano,Skiing,Snowboard,GER,Women,Giant-Slalom,Silver,"RENOTH, Heidi Maria"
1998,Nagano,Skiing,Snowboard,GER,Women,Half-Pipe,Gold,"THOST, Nicola"
1998,Nagano,Skiing,Snowboard,ITA,Men,Giant-Slalom,Silver,"PRUGGER, Thomas"
1998,Nagano,Skiing,Snowboard,NOR,Men,Half-Pipe,Silver,"FRANCK, Daniel"
1998,Nagano,Skiing,Snowboard,NOR,Women,Half-Pipe,Silver,"KJELDAAS, Stine Brun"
1998,Nagano,Skiing,Snowboard,SUI,Men,Giant-Slalom,Bronze,"KESTENHOLZ, Ueli"
1998,Nagano,Skiing,Snowboard,SUI,Men,Half-Pipe,Gold,"SIMMEN, Gian"
1998,Nagano,Skiing,Snowboard,USA,Men,Half-Pipe,Bronze,"POWERS, Ross"
1998,Nagano,Skiing,Snowboard,USA,Women,Half-Pipe,Bronze,"DUNN-DOWNING, Shannon"
2002,Salt Lake City,Biathlon,Biathlon,AUT,Men,10KM,Bronze,"PERNER, Wolfgang"
2002,Salt Lake City,Biathlon,Biathlon,BUL,Women,10KM Pursuit,Bronze,"NIKOULTCHINA, Irina"
2002,Salt Lake City,Biathlon,Biathlon,FRA,Men,12.5Km Pursuit,Silver,"POIREE, Raphael"
2002,Salt Lake City,Biathlon,Biathlon,GER,Men,10KM,Silver,"FISCHER, Sven"
2002,Salt Lake City,Biathlon,Biathlon,GER,Men,12.5Km Pursuit,Bronze,"GROSS, Ricco"
2002,Salt Lake City,Biathlon,Biathlon,GER,Men,20KM,Silver,"LUCK, Frank"
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,10KM Pursuit,Silver,"WILHELM, Kati"
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,15KM,Gold,"HENKEL, Andrea"
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,7.5KM,Gold,"WILHELM, Kati"
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,7.5KM,Silver,"DISL, Uschi"
2002,Salt Lake City,Biathlon,Biathlon,NOR,Men,10KM,Gold,"BJOERNDALEN, Ole Einar"
2002,Salt Lake City,Biathlon,Biathlon,NOR,Men,12.5Km Pursuit,Gold,"BJOERNDALEN, Ole Einar"
2002,Salt Lake City,Biathlon,Biathlon,NOR,Men,20KM,Gold,"BJOERNDALEN, Ole Einar"
2002,Salt Lake City,Biathlon,Biathlon,NOR,Women,15KM,Silver,"POIREE, Liv Grete"
2002,Salt Lake City,Biathlon,Biathlon,RUS,Men,20KM,Bronze,"MAIGOUROV, Victor"
2002,Salt Lake City,Biathlon,Biathlon,RUS,Women,10KM Pursuit,Gold,"PYLEVA, Olga"
2002,Salt Lake City,Biathlon,Biathlon,SWE,Women,15KM,Bronze,"FORSBERG, Magdalena"
2002,Salt Lake City,Biathlon,Biathlon,SWE,Women,7.5KM,Bronze,"FORSBERG, Magdalena"
2002,Salt Lake City,Biathlon,Biathlon,FRA,Men,4X7.5KM Relay,Bronze,FRA
2002,Salt Lake City,Biathlon,Biathlon,GER,Men,4X7.5KM Relay,Silver,GER
2002,Salt Lake City,Biathlon,Biathlon,GER,Women,4X7.5KM Relay,Gold,GER
2002,Salt Lake City,Biathlon,Biathlon,NOR,Men,4X7.5KM Relay,Gold,NOR
2002,Salt Lake City,Biathlon,Biathlon,NOR,Women,4X7.5KM Relay,Silver,NOR
2002,Salt Lake City,Biathlon,Biathlon,RUS,Women,4X7.5KM Relay,Bronze,RUS
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,Men,Four-Man,Gold,GER
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,Men,Two-Man,Gold,GER
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,Women,Two-Man,Bronze,GER
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,Women,Two-Man,Silver,GER
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Bronze,SUI
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Silver,SUI
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,Men,Four-Man,Bronze,USA
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,Men,Four-Man,Silver,USA
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,Women,Two-Man,Gold,USA
2002,Salt Lake City,Bobsleigh,Skeleton,AUT,Men,Individual,Silver,"RETTL, Martin"
2002,Salt Lake City,Bobsleigh,Skeleton,GBR,Women,Individual,Bronze,"COOMBER, Alex"
2002,Salt Lake City,Bobsleigh,Skeleton,SUI,Men,Individual,Bronze,"STAEHLI, Gregor"
2002,Salt Lake City,Bobsleigh,Skeleton,USA,Men,Individual,Gold,"SHEA, Jim"
2002,Salt Lake City,Bobsleigh,Skeleton,USA,Women,Individual,Gold,"GALE, Tristan"
2002,Salt Lake City,Bobsleigh,Skeleton,USA,Women,Individual,Silver,"PARSLEY, Lea Ann"
2002,Salt Lake City,Curling,Curling,CAN,Men,Curling,Silver,CAN
2002,Salt Lake City,Curling,Curling,CAN,Women,Curling,Bronze,CAN
2002,Salt Lake City,Curling,Curling,GBR,Women,Curling,Gold,GBR
2002,Salt Lake City,Curling,Curling,NOR,Men,Curling,Gold,NOR
2002,Salt Lake City,Curling,Curling,SUI,Men,Curling,Bronze,SUI
2002,Salt Lake City,Curling,Curling,SUI,Women,Curling,Silver,SUI
2002,Salt Lake City,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Gold,CAN
2002,Salt Lake City,Ice Hockey,Ice Hockey,CAN,Women,Ice Hockey,Gold,CAN
2002,Salt Lake City,Ice Hockey,Ice Hockey,RUS,Men,Ice Hockey,Bronze,RUS
2002,Salt Lake City,Ice Hockey,Ice Hockey,SWE,Women,Ice Hockey,Bronze,SWE
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,Men,Ice Hockey,Silver,USA
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,Women,Ice Hockey,Silver,USA
2002,Salt Lake City,Luge,Luge,AUT,Men,Singles,Bronze,"PROCK, Markus"
2002,Salt Lake City,Luge,Luge,GER,Men,Singles,Silver,"HACKL, Georg"
2002,Salt Lake City,Luge,Luge,GER,Women,Singles,Bronze,"KRAUSHAAR, Silke"
2002,Salt Lake City,Luge,Luge,GER,Women,Singles,Gold,"OTTO, Sylke"
2002,Salt Lake City,Luge,Luge,GER,Women,Singles,Silver,"NIEDERNHUBER, Barbara"
2002,Salt Lake City,Luge,Luge,ITA,Men,Singles,Gold,"ZOEGGELER, Armin"
2002,Salt Lake City,Luge,Luge,GER,Men,Doubles,Gold,GER
2002,Salt Lake City,Luge,Luge,USA,Men,Doubles,Bronze,USA
2002,Salt Lake City,Luge,Luge,USA,Men,Doubles,Silver,USA
2002,Salt Lake City,Skating,Figure skating,CAN,Men,Pairs,Gold,"PELLETIER, David"
2002,Salt Lake City,Skating,Figure skating,CAN,Women,Pairs,Gold,"SALE, Jamie"
2002,Salt Lake City,Skating,Figure skating,CHN,Men,Pairs,Bronze,"ZHAO, Hongbo"
2002,Salt Lake City,Skating,Figure skating,CHN,Women,Pairs,Bronze,"SHEN, Xue"
2002,Salt Lake City,Skating,Figure skating,FRA,Men,Ice Dancing,Gold,"PEIZERAT, Gwendal"
2002,Salt Lake City,Skating,Figure skating,FRA,Women,Ice Dancing,Gold,"ANISSINA, Marina"
2002,Salt Lake City,Skating,Figure skating,ITA,Men,Ice Dancing,Bronze,"MARGAGLIO, Maurizio"
2002,Salt Lake City,Skating,Figure skating,ITA,Women,Ice Dancing,Bronze,"FUSAR POLI, Barbara"
2002,Salt Lake City,Skating,Figure skating,RUS,Men,Ice Dancing,Silver,"AVERBUKH, Ilia"
2002,Salt Lake City,Skating,Figure skating,RUS,Men,Individual,Gold,"YAGUDIN, Alexei"
2002,Salt Lake City,Skating,Figure skating,RUS,Men,Individual,Silver,"PLYUSHCHENKO, Evgeny"
2002,Salt Lake City,Skating,Figure skating,RUS,Men,Pairs,Gold,"SIKHARULIDZE, Anton"
2002,Salt Lake City,Skating,Figure skating,RUS,Women,Ice Dancing,Silver,"LOBACHEVA, Irina"
2002,Salt Lake City,Skating,Figure skating,RUS,Women,Individual,Silver,"SLUTSKAYA, Irina"
2002,Salt Lake City,Skating,Figure skating,RUS,Women,Pairs,Gold,"BEREZHNAYA, Elena"
2002,Salt Lake City,Skating,Figure skating,USA,Men,Individual,Bronze,"GOEBEL, Timothy"
2002,Salt Lake City,Skating,Figure skating,USA,Women,Individual,Bronze,"KWAN, Michelle"
2002,Salt Lake City,Skating,Figure skating,USA,Women,Individual,Gold,"HUGHES, Sarah"
2002,Salt Lake City,Skating,Short Track Speed Skating,AUS,Men,1000M,Gold,"BRADBURY, Steven"
2002,Salt Lake City,Skating,Short Track Speed Skating,BUL,Women,1500M,Bronze,"RADANOVA, Evgenia"
2002,Salt Lake City,Skating,Short Track Speed Skating,BUL,Women,500M,Silver,"RADANOVA, Evgenia"
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,1000M,Bronze,"TURCOTTE, Mathieu"
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,1500M,Bronze,"GAGNON, Marc"
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,500M,Gold,"GAGNON, Marc"
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,500M,Silver,"GUILMETTE, Jonathan"
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Men,1500M,Silver,"LI, JiaJun"
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,1000M,Bronze,"YANG (S), Yang"
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,1000M,Gold,"YANG (A), Yang"
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,500M,Bronze,"WANG, Chunlu"
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,500M,Gold,"YANG (A), Yang"
2002,Salt Lake City,Skating,Short Track Speed Skating,KOR,Women,1000M,Silver,"KO, Gi-Hyun"
2002,Salt Lake City,Skating,Short Track Speed Skating,KOR,Women,1500M,Gold,"KO, Gi-Hyun"
2002,Salt Lake City,Skating,Short Track Speed Skating,KOR,Women,1500M,Silver,"CHOI, Eun-Kyung"
2002,Salt Lake City,Skating,Short Track Speed Skating,USA,Men,1000M,Silver,"OHNO, Apolo Anton"
2002,Salt Lake City,Skating,Short Track Speed Skating,USA,Men,1500M,Gold,"OHNO, Apolo Anton"
2002,Salt Lake City,Skating,Short Track Speed Skating,USA,Men,500M,Bronze,"SMITH, Rusty"
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Men,5000M Relay,Gold,CAN
2002,Salt Lake City,Skating,Short Track Speed Skating,CAN,Women,3000M Relay,Bronze,CAN
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Men,5000M Relay,Bronze,CHN
2002,Salt Lake City,Skating,Short Track Speed Skating,CHN,Women,3000M Relay,Silver,CHN
2002,Salt Lake City,Skating,Short Track Speed Skating,ITA,Men,5000M Relay,Silver,ITA
2002,Salt Lake City,Skating,Short Track Speed Skating,KOR,Women,3000M Relay,Gold,KOR
2002,Salt Lake City,Skating,Speed skating,CAN,Women,3000M,Bronze,"KLASSEN, Cindy"
2002,Salt Lake City,Skating,Speed skating,CAN,Women,5000M,Bronze,"HUGHES, Clara"
2002,Salt Lake City,Skating,Speed skating,CAN,Women,500M,Gold,"LEMAY DOAN, Catriona"
2002,Salt Lake City,Skating,Speed skating,GER,Men,5000M,Bronze,"BODEN, Jens"
2002,Salt Lake City,Skating,Speed skating,GER,Women,1000M,Silver,"VOELKER, Sabine"
2002,Salt Lake City,Skating,Speed skating,GER,Women,1500M,Gold,"FRIESINGER-POSTMA, Anna"
2002,Salt Lake City,Skating,Speed skating,GER,Women,1500M,Silver,"VOELKER, Sabine"
2002,Salt Lake City,Skating,Speed skating,GER,Women,3000M,Gold,"PECHSTEIN, Claudia"
2002,Salt Lake City,Skating,Speed skating,GER,Women,5000M,Gold,"PECHSTEIN, Claudia"
2002,Salt Lake City,Skating,Speed skating,GER,Women,500M,Bronze,"VOELKER, Sabine"
2002,Salt Lake City,Skating,Speed skating,GER,Women,500M,Silver,"GARBRECHT-ENFELDT, Monique"
2002,Salt Lake City,Skating,Speed skating,JPN,Men,500M,Silver,"SHIMIZU, Hiroyasu"
2002,Salt Lake City,Skating,Speed skating,NED,Men,10000M,Gold,"UYTDEHAAGE, Jochem"
2002,Salt Lake City,Skating,Speed skating,NED,Men,10000M,Silver,"ROMME, Gianni"
2002,Salt Lake City,Skating,Speed skating,NED,Men,1000M,Gold,"VAN VELDE, Gerard"
2002,Salt Lake City,Skating,Speed skating,NED,Men,1000M,Silver,"BOS, Jan"
2002,Salt Lake City,Skating,Speed skating,NED,Men,1500M,Silver,"UYTDEHAAGE, Jochem"
2002,Salt Lake City,Skating,Speed skating,NED,Men,5000M,Gold,"UYTDEHAAGE, Jochem"
2002,Salt Lake City,Skating,Speed skating,NED,Women,3000M,Silver,"GROENEWOLD, Renate"
2002,Salt Lake City,Skating,Speed skating,NED,Women,5000M,Silver,"SMIT, Gretha"
2002,Salt Lake City,Skating,Speed skating,NOR,Men,10000M,Bronze,"SAETRE, Lasse"
2002,Salt Lake City,Skating,Speed skating,NOR,Men,1500M,Bronze,"SONDRAL, Adne"
2002,Salt Lake City,Skating,Speed skating,USA,Men,1000M,Bronze,"CHEEK, Joey"
2002,Salt Lake City,Skating,Speed skating,USA,Men,1500M,Gold,"PARRA, Derek"
2002,Salt Lake City,Skating,Speed skating,USA,Men,5000M,Silver,"PARRA, Derek"
2002,Salt Lake City,Skating,Speed skating,USA,Men,500M,Bronze,"CARPENTER, Kip"
2002,Salt Lake City,Skating,Speed skating,USA,Men,500M,Gold,"FITZRANDOLPH, Casey"
2002,Salt Lake City,Skating,Speed skating,USA,Women,1000M,Bronze,"RODRIGUEZ, Jennifer"
2002,Salt Lake City,Skating,Speed skating,USA,Women,1000M,Gold,"WITTY, Chris"
2002,Salt Lake City,Skating,Speed skating,USA,Women,1500M,Bronze,"RODRIGUEZ, Jennifer"
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Alpine Combined,Bronze,"RAICH, Benjamin"
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze,"EBERHARTER, Stephan"
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Downhill,Gold,"STROBL, Fritz"
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Gold,"EBERHARTER, Stephan"
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,Men,Slalom,Bronze,"RAICH, Benjamin"
